,"JuliaExcel",,,,,,
,,,,,,,
,"This addin is part of JuliaExcel. For more information visit:",,,,,,
,"https://github.com/PGS62/JuliaExcel.jl",,,,,,
,"The password to view the VBA code is JuliaExcel",,,,,,
,"Copyright 2021 Philip Swannell",,,,,,
,"License MIT (https://opensource.org/licenses/MIT)",,,,,,
,"All 100 rows shown.",,,,,,
,"Dbl-click","Double-click","Dbl-click","Double-click","Double-click to filter",,"ToDo"
,"Version","Date","Time","Author","Comment",,"Amend method PostMessageToJulia to clear the REPL via Ctrl+E, Ctrl+U."
,59,2021-11-17,0.518472222225682,"Philip Swannell","JuliaEvalFromVBA --> JuliaEvalVBA, JuliaCallFromVBA --> JuliaCallVBA",,
,58,2021-11-15,0.729664351849351,"Philip Swannell","Ditched function JuliaCall2 and arguments PrecedentCell. While I can make it work for JuliaSetVar and JuliaInclude, I don't think it's possible to make it work for JuliaCall and JuliaEval (though perhaps not necessary in those cases). Useful resource: https://www.decisionmodels.com/calcsecretsj.htm",,
,57,2021-11-15,0.641168981484952,"Philip Swannell","Edited docstrings.",,
,56,2021-11-15,0.428518518521741,"Philip Swannell","Test for Function Wizard active. Exit early if so.",,
,55,2021-11-15,0.406134259261307,"Philip Swannell","No longer register functions on add-in open. I think it's not necessary.",,
,54,2021-11-15,0.4002546296324,"Philip Swannell","Changes in module RegisterAll.",,
,53,2021-11-14,0.713807870371966,"Philip Swannell","Updated ""docstrings"".",,
,52,2021-11-14,0.705520833333139,"Philip Swannell","Updated _Intellisense_ sheet.",,
,51,2021-11-14,0.679363425922929,"Philip Swannell","Re-wrote code to register functions with the Excel function wizard.",,
,50,2021-11-14,0.659548611110949,"Philip Swannell","Updated _Intellisense_ sheet.",,
,49,2021-11-14,0.558541666665406,"Philip Swannell","Planning reform to handling of vectors.",,
,48,2021-11-13,0.61907407407125,"Philip Swannell","Change names of the Flag, Request and Result files.",,
,47,2021-11-12,0.484594907407882,"Philip Swannell","Changed method PostMessageToJulia to make Julia exit Package mode if it's in it.",,
,46,2021-11-10,0.803425925929332,"Philip Swannell","Added worksheet _IntelliSense_ Plan is to hook into Excel.DNA intellisense.",,
,45,2021-11-10,0.679421296299552,"Philip Swannell","JuliaLaunch was not registered, fixed.",,
,44,2021-11-10,0.515486111107748,"Philip Swannell","Reform to handling of 1-dimensional arrays. Added new function JuliaCall3",,
,43,2021-11-10,0.433217592595611,"Philip Swannell","Change to RegisterAll - avoid ""Do you want to save?"" dialog when exiting Excel.",,
,42,2021-11-09,0.740243055552128,"Philip Swannell","VBA now password protected to prevent accidental changes. The password will be public and is JuliaExcel.",,
,41,2021-11-09,0.736226851855463,"Philip Swannell","ThrowIfError now Public.",,
,40,2021-11-09,0.630694444444089,"Philip Swannell","Added link to github",,
,39,2021-11-09,0.590300925927295,"Philip Swannell","Refactoring.",,
,38,2021-11-09,0.489247685181908,"Philip Swannell","Workbook_Open changes.",,
,37,2021-11-09,0.481724537035916,"Philip Swannell","Improved other error messages.",,
,36,2021-11-09,0.431481481478841,"Philip Swannell","Improved error messages from JuliaEval.",,
,35,2021-11-09,0.405370370368473,"Philip Swannell","Fixes to function registration, take 2.",,
,34,2021-11-09,0.40303240740468,"Philip Swannell","Fixes to function registration.",,
,33,2021-11-08,0.791585648148612,"Philip Swannell","Nested arrays now handled, though they cannot be returned to a worksheet.",,
,32,2021-11-08,0.615914351852552,"Philip Swannell","Code comments",,
,31,2021-11-08,0.459652777775773,"Philip Swannell","Handle strings > 32767 (by throwing error if being called from Excel worksheet).",,
,30,2021-11-07,0.822141203701904,"Philip Swannell","Bug fix to JuliaCall2",,
,29,2021-11-07,0.428530092591245,"Philip Swannell","JuliaVBA -> JuliaExcel",,
,28,2021-11-06,0.738437499996508,"Philip Swannell","Named the VBA project.",,
,27,2021-11-06,0.715844907404971,"Philip Swannell","Various bug fixes.",,
,26,2021-11-06,0.676354166665988,"Philip Swannell","Rename JuliaInterop--> JuliaVBA",,
,25,2021-11-06,0.592465277775773,"Philip Swannell","Refactoring.",,
,24,2021-11-06,0.523194444445835,"Philip Swannell","Refactoring.",,
,23,2021-11-05,0.83274305555824,"Philip Swannell","Int64 values from Julia now handled differently on 32bit and 64bit Excel.",,
,22,2021-11-05,0.751585648147739,"Philip Swannell","Bashing on.",,
,21,2021-11-05,0.701631944444671,"Philip Swannell","Speedup to method Decode, added code comments, hack change to method LocalTemp to remove 8.3 encoding of username.",,
,20,2021-11-04,0.906979166669771,"Philip Swannell","Fixed compile errors on 32bit Excel.",,
,19,2021-11-04,0.655231481483497,"Philip Swannell","Moved sheet Examples to a new workbook.",,
,18,2021-11-04,0.427361111112987,"Philip Swannell","Better handling of results which are a) Functions, b) arrays containing arrays.",,
,17,2021-11-03,0.777905092589208,"Philip Swannell","No longer use CSV file format, but my own custom serialization.",,
,16,2021-11-03,0.51612268518511,"Philip Swannell","Last version prior to experimenting (on a branch) with a custom file format in place of CSV for communicating data back to Excel.",,
,15,2021-11-01,0.619224537040282,"Philip Swannell","New location of VBA code in repo",,
,14,2021-10-31,0.772430555553001,"Philip Swannell","Changed method DefaultJuliaExe to search first on path.",,
,13,2021-10-30,0.771018518520577,"Philip Swannell","Planning name change VBAInterop to ExcelJuliaCall",,
,12,2021-10-29,0.752430555556202,"Philip Swannell","Improved JuliaSetVar and added JuliaInclude",,
,11,2021-10-29,0.660752314812271,"Philip Swannell","First naive version of JuliaSetVar.",,
,10,2021-10-27,0.669444444443798,"Philip Swannell","Better error handling for when executing the startup file leads to an error.",,
,9,2021-10-27,0.580983796295186,"Philip Swannell","Now have separate function JuliaLaunch.",,
,8,2021-10-21,0.829733796294022,"Philip Swannell","Wait loop in JuliaEval now tests if Julia is still alive, by checking if the window handle is still valid. So can evaluate ""exit()"" without an infinite loop!",,
,7,2021-10-21,0.736365740740439,"Philip Swannell","First version with no dependency on SolumAddin.",,
,6,2021-10-20,0.747499999997672,"Philip Swannell","Minor tweaks",,
,5,2021-10-20,0.730532407404098,"Philip Swannell","Will no longer be cross-talk if we run two instance of Excel. Each Excel will talk to a dedicated Julia process.",,
,4,2021-10-19,0.797210648146574,"Philip Swannell","No longer send commands to Julia via SendKeys but use WindowsAPI SendMessage instead.",,
,3,2021-10-18,0.683368055557366,"Philip Swannell","First working version:
We have two functions JuliaCall and JuliaEval.",,
,2,2021-10-15,0.42918981481489,"Philip Swannell","Added experimental code from when I was trying to make VBAInterop work ""properly"" using sockets. I have given up on that approach, at least for now.",,
,1,2021-10-15,0.405810185184237,"Philip Swannell","Added Audit sheet",,
